time,open,high,low,close,tick_volume,spread,real_volume
2004-06-22,211.56,211.74,211.38,211.56,73,0,0
2004-06-23,209.73,209.9,209.56,209.73,69,0,0
2004-06-24,209.04,209.21,208.87,209.04,69,0,0
2004-06-25,208.77,208.94,208.6,208.77,69,0,0
2004-06-28,208.19,208.36,208.02,208.19,69,0,0
2004-06-29,208.34,208.51,208.17,208.34,69,0,0
2004-06-30,208.76,208.93,208.59,208.76,69,0,0
2004-07-01,206.63,206.8,206.46,206.63,69,0,0
2004-07-02,206.51,206.68,206.34,206.51,69,0,0
2004-07-05,203.69,203.86,203.52,203.69,69,0,0
2004-07-06,203.82,203.99,203.65,203.82,69,0,0
2004-07-07,202.95,203.12,202.78,202.95,69,0,0
2004-07-08,202.93,203.1,202.76,202.93,69,0,0
2004-07-09,202.55,202.72,202.38,202.55,69,0,0
2004-07-12,202.65,202.82,202.48,202.65,69,0,0
2004-07-13,202.69,202.86,202.52,202.69,69,0,0
2004-07-14,202.45,202.62,202.28,202.45,69,0,0
2004-07-15,202.2,202.37,202.03,202.2,69,0,0
2004-07-16,202.15,202.32,201.98,202.15,69,0,0
2004-07-19,200.92,201.09,200.75,200.92,69,0,0
2004-07-20,200.67,200.84,200.5,200.67,69,0,0
2004-07-21,202.56,202.73,202.39,202.56,69,0,0
2004-07-22,203.98,204.15,203.81,203.98,69,0,0
2004-07-23,203.77,203.94,203.6,203.77,69,0,0
2004-07-26,205.0,205.17,204.83,205.0,69,0,0
2004-07-27,204.26,204.43,204.09,204.26,69,0,0
2004-07-28,205.97,206.14,205.8,205.97,69,0,0
2004-07-29,205.38,205.55,205.21,205.38,69,0,0
2004-07-30,205.63,205.8,205.46,205.63,69,0,0
2004-08-02,205.84,206.01,205.67,205.84,69,0,0
2004-08-03,208.54,208.71,208.37,208.54,69,0,0
2004-08-04,208.81,208.98,208.64,208.81,69,0,0
2004-08-05,206.66,206.83,206.49,206.66,69,0,0
2004-08-06,205.7,205.87,205.53,205.7,69,0,0
2004-08-09,202.01,202.18,201.84,202.01,69,0,0
2004-08-10,200.79,200.96,200.62,200.79,69,0,0
2004-08-11,202.72,202.89,202.55,202.72,69,0,0
2004-08-12,201.87,202.04,201.7,201.87,69,0,0
2004-08-13,204.77,204.94,204.6,204.77,69,0,0
2004-08-16,200.72,200.89,200.55,200.72,69,0,0
2004-08-17,200.82,200.99,200.65,200.82,69,0,0
2004-08-18,200.76,200.93,200.59,200.76,69,0,0
2004-08-19,200.58,200.75,200.41,200.58,69,0,0
2004-08-23,205.5,205.67,205.33,205.5,69,0,0
2004-08-24,205.44,205.61,205.27,205.44,69,0,0
2004-08-25,206.62,206.79,206.45,206.62,69,0,0
2004-08-26,206.83,207.0,206.66,206.83,69,0,0
2004-08-27,206.21,206.38,206.04,206.21,69,0,0
2004-08-30,207.06,207.23,206.89,207.06,69,0,0
2004-08-31,206.39,206.56,206.22,206.39,69,0,0
2004-09-01,204.39,204.56,204.22,204.39,69,0,0
2004-09-02,203.6,203.77,203.43,203.6,69,0,0
2004-09-03,203.64,203.81,203.47,203.64,69,0,0
2004-09-06,205.66,205.83,205.49,205.66,69,0,0
2004-09-07,204.65,204.82,204.48,204.65,69,0,0
2004-09-08,206.14,206.31,205.97,206.14,69,0,0
2004-09-09,204.28,204.45,204.11,204.28,69,0,0
2004-09-10,204.98,205.15,204.81,204.98,69,0,0
2004-09-13,203.66,203.83,203.49,203.66,69,0,0
2004-09-14,202.72,202.89,202.55,202.72,69,0,0
2004-09-15,202.66,202.83,202.49,202.66,69,0,0
2004-09-16,203.59,203.76,203.42,203.59,69,0,0
2004-09-17,202.69,202.86,202.52,202.69,69,0,0
2004-09-20,203.41,203.58,203.24,203.41,69,0,0
2004-09-21,201.95,202.12,201.78,201.95,69,0,0
2004-09-22,200.76,200.93,200.59,200.76,69,0,0
2004-09-23,200.21,200.38,200.04,200.21,69,0,0
2004-09-24,200.2,200.37,200.03,200.2,69,0,0
2004-09-27,200.57,200.74,200.4,200.57,69,0,0
2004-09-28,200.38,200.55,200.21,200.38,69,0,0
2004-09-29,200.4,200.57,200.23,200.4,69,0,0
2004-09-30,200.52,200.69,200.35,200.52,69,0,0
2004-10-01,198.53,198.7,198.36,198.53,69,0,0
2004-10-04,199.64,199.81,199.47,199.64,69,0,0
2004-10-05,200.07,200.24,199.9,200.07,69,0,0
2004-10-06,200.2,200.37,200.03,200.2,69,0,0
2004-10-07,200.1,200.27,199.93,200.1,69,0,0
2004-10-08,199.33,199.5,199.16,199.33,69,0,0
2004-10-11,197.94,198.1,197.78,197.94,65,0,0
2004-10-12,200.01,200.18,199.84,200.01,69,0,0
2004-10-13,200.63,200.8,200.46,200.63,69,0,0
2004-10-14,200.11,200.28,199.94,200.11,69,0,0
2004-10-15,199.87,200.04,199.7,199.87,69,0,0
2004-10-18,198.88,199.05,198.71,198.88,69,0,0
2004-10-19,197.84,198.0,197.68,197.84,65,0,0
2004-10-20,196.31,196.47,196.15,196.31,65,0,0
2004-10-21,195.63,195.79,195.47,195.63,65,0,0
2004-10-22,195.61,195.77,195.45,195.61,65,0,0
2004-10-25,193.24,193.4,193.08,193.24,65,0,0
2004-10-26,194.01,194.17,193.85,194.01,65,0,0
2004-10-27,193.9,194.06,193.74,193.9,65,0,0
2004-10-28,193.93,194.09,193.77,193.93,65,0,0
2004-10-29,192.99,193.15,192.83,192.99,65,0,0
2004-11-02,193.36,193.52,193.2,193.36,65,0,0
2004-11-03,193.56,193.72,193.4,193.56,65,0,0
2004-11-04,191.7,191.86,191.54,191.7,65,0,0
2004-11-05,190.97,191.13,190.81,190.97,65,0,0
2004-11-08,189.47,189.63,189.31,189.47,65,0,0
2004-11-09,190.18,190.34,190.02,190.18,65,0,0
2004-11-10,189.62,189.78,189.46,189.62,65,0,0
2004-11-11,189.96,190.12,189.8,189.96,65,0,0
2004-11-12,189.35,189.51,189.19,189.35,65,0,0
2004-11-15,187.8,187.96,187.64,187.8,65,0,0
2004-11-16,188.2,188.36,188.04,188.2,65,0,0
2004-11-17,187.36,187.52,187.2,187.36,65,0,0
2004-11-18,187.58,187.74,187.42,187.58,65,0,0
2004-11-19,190.37,190.53,190.21,190.37,65,0,0
2004-11-22,189.34,189.5,189.18,189.34,65,0,0
2004-11-23,188.45,188.61,188.29,188.45,65,0,0
2004-11-24,186.45,186.61,186.29,186.45,65,0,0
2004-11-25,185.88,186.03,185.73,185.88,61,0,0
2004-11-26,185.4,185.55,185.25,185.4,61,0,0
2004-11-29,185.52,185.67,185.37,185.52,61,0,0
2004-11-30,185.98,186.13,185.83,185.98,61,0,0
2004-12-01,184.36,184.51,184.21,184.36,61,0,0
2004-12-02,182.9,183.05,182.75,182.9,61,0,0
2004-12-03,184.34,184.49,184.19,184.34,61,0,0
2004-12-06,181.83,181.98,181.68,181.83,61,0,0
2004-12-07,182.73,182.88,182.58,182.73,61,0,0
2004-12-08,184.46,184.61,184.31,184.46,61,0,0
2004-12-09,185.45,185.6,185.3,185.45,61,0,0
2004-12-10,188.73,188.89,188.57,188.73,65,0,0
2004-12-13,186.01,186.16,185.86,186.01,61,0,0
2004-12-14,185.49,185.64,185.34,185.49,61,0,0
2004-12-15,184.65,184.8,184.5,184.65,61,0,0
2004-12-16,183.19,183.34,183.04,183.19,61,0,0
2004-12-17,185.25,185.4,185.1,185.25,61,0,0
2004-12-20,183.39,183.54,183.24,183.39,61,0,0
2004-12-21,183.09,183.24,182.94,183.09,61,0,0
2004-12-22,183.65,183.8,183.5,183.65,61,0,0
2004-12-23,183.03,183.18,182.88,183.03,61,0,0
2004-12-27,181.68,181.83,181.53,181.68,61,0,0
2004-12-28,180.19,180.34,180.04,180.19,61,0,0
2004-12-29,180.22,180.37,180.07,180.22,61,0,0
2004-12-30,180.36,180.51,180.21,180.36,61,0,0
2004-12-31,180.29,180.44,180.14,180.29,61,0,0
2005-01-03,181.43,181.58,181.28,181.43,61,0,0
2005-01-04,183.69,183.84,183.54,183.69,61,0,0
2005-01-05,185.75,185.9,185.6,185.75,61,0,0
2005-01-06,187.72,187.88,187.56,187.72,65,0,0
2005-01-07,187.75,187.91,187.59,187.75,65,0,0
2005-01-10,189.19,189.35,189.03,189.19,65,0,0
2005-01-11,187.86,188.02,187.7,187.86,65,0,0
2005-01-12,189.35,189.51,189.19,189.35,65,0,0
2005-01-13,186.76,186.92,186.6,186.76,65,0,0
2005-01-14,188.31,188.47,188.15,188.31,65,0,0
2005-01-17,188.16,188.32,188.0,188.16,65,0,0
2005-01-18,189.3,189.46,189.14,189.3,65,0,0
2005-01-19,188.38,188.54,188.22,188.38,65,0,0
2005-01-20,190.29,190.45,190.13,190.29,65,0,0
2005-01-21,189.86,190.02,189.7,189.86,65,0,0
2005-01-24,188.25,188.41,188.09,188.25,65,0,0
2005-01-25,188.1,188.26,187.94,188.1,65,0,0
2005-01-26,188.87,189.03,188.71,188.87,65,0,0
2005-01-27,187.63,187.79,187.47,187.63,65,0,0
2005-01-28,188.12,188.28,187.96,188.12,65,0,0
2005-01-31,189.15,189.31,188.99,189.15,65,0,0
2005-02-01,188.37,188.53,188.21,188.37,65,0,0
2005-02-02,187.79,187.95,187.63,187.79,65,0,0
2005-02-03,187.59,187.75,187.43,187.59,65,0,0
2005-02-04,188.36,188.52,188.2,188.36,65,0,0
2005-02-07,190.09,190.25,189.93,190.09,65,0,0
2005-02-08,191.26,191.42,191.1,191.26,65,0,0
2005-02-09,191.0,191.16,190.84,191.0,65,0,0
2005-02-10,191.04,191.2,190.88,191.04,65,0,0
2005-02-11,190.15,190.31,189.99,190.15,65,0,0
2005-02-14,188.27,188.43,188.11,188.27,65,0,0
2005-02-15,187.89,188.05,187.73,187.89,65,0,0
2005-02-16,187.23,187.39,187.07,187.23,65,0,0
2005-02-17,186.34,186.5,186.18,186.34,65,0,0
2005-02-18,186.0,186.15,185.85,186.0,61,0,0
2005-02-21,186.42,186.58,186.26,186.42,65,0,0
2005-02-22,183.96,184.11,183.81,183.96,61,0,0
2005-02-23,183.59,183.74,183.44,183.59,61,0,0
2005-02-24,182.97,183.12,182.82,182.97,61,0,0
2005-02-25,183.76,183.91,183.61,183.76,61,0,0
2005-02-28,182.59,182.74,182.44,182.59,61,0,0
2005-03-01,183.2,183.35,183.05,183.2,61,0,0
2005-03-02,184.82,184.97,184.67,184.82,61,0,0
2005-03-03,184.16,184.31,184.01,184.16,61,0,0
2005-03-04,184.78,184.93,184.63,184.78,61,0,0
2005-03-07,182.88,183.03,182.73,182.88,61,0,0
2005-03-08,182.48,182.63,182.33,182.48,61,0,0
2005-03-09,180.58,180.73,180.43,180.58,61,0,0
2005-03-10,181.74,181.89,181.59,181.74,61,0,0
2005-03-11,181.38,181.53,181.23,181.38,61,0,0
2005-03-16,184.53,184.68,184.38,184.53,61,0,0
2005-03-17,185.1,185.25,184.95,185.1,61,0,0
2005-03-18,184.44,184.59,184.29,184.44,61,0,0
2005-03-21,186.21,186.37,186.05,186.21,65,0,0
2005-03-22,187.14,187.3,186.98,187.14,65,0,0
2005-03-23,190.4,190.56,190.24,190.4,65,0,0
2005-03-24,189.93,190.09,189.77,189.93,65,0,0
2005-03-25,190.64,190.8,190.48,190.64,65,0,0
2005-03-29,192.1,192.26,191.94,192.1,65,0,0
2005-03-30,190.89,191.05,190.73,190.89,65,0,0
2005-03-31,190.81,190.97,190.65,190.81,65,0,0
2005-04-01,190.61,190.77,190.45,190.61,65,0,0
2005-04-04,191.96,192.12,191.8,191.96,65,0,0
2005-04-05,193.01,193.17,192.85,193.01,65,0,0
2005-04-06,191.52,191.68,191.36,191.52,65,0,0
2005-04-07,190.54,190.7,190.38,190.54,65,0,0
2005-04-08,191.99,192.15,191.83,191.99,65,0,0
2005-04-11,189.73,189.89,189.57,189.73,65,0,0
2005-04-12,189.44,189.6,189.28,189.44,65,0,0
2005-04-13,190.05,190.21,189.89,190.05,65,0,0
2005-04-14,191.59,191.75,191.43,191.59,65,0,0
2005-04-15,192.46,192.62,192.3,192.46,65,0,0
2005-04-18,191.39,191.55,191.23,191.39,65,0,0
2005-04-19,192.33,192.49,192.17,192.33,65,0,0
2005-04-20,191.07,191.23,190.91,191.07,65,0,0
2005-04-21,189.8,189.96,189.64,189.8,65,0,0
2005-04-22,190.83,190.99,190.67,190.83,65,0,0
2005-04-25,192.52,192.68,192.36,192.52,65,0,0
2005-04-26,192.18,192.34,192.02,192.18,65,0,0
2005-04-27,193.61,193.77,193.45,193.61,65,0,0
2005-04-28,193.92,194.08,193.76,193.92,65,0,0
2005-04-29,194.86,195.02,194.7,194.86,65,0,0
2005-05-02,196.41,196.87,195.16,195.8,9953,0,0
2005-05-03,195.82,196.75,194.56,195.03,9934,0,0
2005-05-04,193.81,194.3,193.06,193.96,322,0,0
2005-05-05,192.18,194.43,191.59,192.48,2177,0,0
2005-05-06,192.51,195.42,192.2,194.77,3249,0,0
2005-05-09,194.8,195.66,193.96,194.55,4532,0,0
2005-05-10,194.31,196.41,194.06,195.15,5409,0,0
2005-05-11,195.21,196.41,194.05,195.1,5402,0,0
2005-05-12,195.2,197.94,194.73,197.03,5513,0,0
2005-05-13,198.36,199.68,198.01,199.36,2710,0,0
2005-05-16,199.12,200.91,198.85,199.87,3785,0,0
2005-05-17,199.88,201.37,199.17,200.73,4616,0,0
2005-05-18,200.75,201.38,197.48,198.03,5410,0,0
2005-05-19,198.19,199.68,197.48,198.81,5133,0,0
2005-05-20,198.76,201.48,198.25,200.63,4617,0,0
2005-05-23,200.81,202.21,199.77,201.07,4023,0,0
2005-05-24,201.16,202.93,200.31,202.61,5082,0,0
2005-05-25,202.53,203.65,201.47,201.96,2947,0,0
2005-05-26,202.01,203.87,200.96,203.21,4806,0,0
2005-05-27,202.94,203.48,201.32,201.75,4869,0,0
2005-05-30,202.29,204.3,201.94,203.57,3242,0,0
2005-05-31,203.62,207.32,203.04,206.76,5919,0,0
2005-06-01,207.02,208.25,205.45,207.67,5701,0,0
2005-06-02,207.79,208.67,203.89,204.46,5675,0,0
2005-06-03,204.51,205.91,203.02,204.36,6039,0,0
2005-06-06,204.18,204.7,202.35,203.13,5204,0,0
2005-06-07,203.24,204.1,201.85,203.28,4595,0,0
2005-06-08,203.35,205.04,202.01,204.42,4037,0,0
2005-06-09,204.53,205.76,203.69,204.62,4433,0,0
2005-06-10,204.57,206.62,203.72,206.01,5094,0,0
2005-06-13,206.1,207.96,205.72,206.67,4484,0,0
2005-06-14,205.94,206.45,205.3,205.89,1113,0,0
2005-06-15,206.25,207.02,204.8,205.57,3146,0,0
2005-06-16,205.5,206.52,203.72,204.88,5625,0,0
2005-06-17,204.84,205.47,201.45,201.78,5501,0,0
2005-06-20,202.93,204.96,202.29,203.9,3597,0,0
2005-06-21,203.91,205.54,203.32,203.7,5685,0,0
2005-06-22,203.62,205.1,202.9,204.28,5897,0,0
2005-06-23,204.21,205.97,203.75,205.14,5533,0,0
2005-06-24,205.23,206.18,203.84,204.23,5766,0,0
2005-06-27,204.35,204.79,202.57,204.12,4785,0,0
2005-06-28,204.08,206.09,203.49,205.18,6697,0,0
2005-06-29,205.24,206.17,204.22,205.08,8437,0,0
2005-06-30,205.09,205.65,203.5,204.06,5432,0,0
2005-07-01,204.08,207.18,203.66,206.74,5295,0,0
2005-07-04,206.93,208.24,206.55,207.39,4112,0,0
2005-07-05,207.38,208.44,206.8,207.28,4755,0,0
2005-07-06,207.27,208.18,206.54,207.45,4664,0,0
2005-07-07,207.4,208.54,206.21,207.37,5326,0,0
2005-07-08,207.4,208.81,205.87,206.17,4938,0,0
2005-07-11,206.6,206.85,203.83,204.63,3589,0,0
2005-07-12,204.33,205.18,200.87,201.42,5692,0,0
2005-07-13,201.29,204.6,200.92,204.07,4862,0,0
2005-07-14,204.05,204.89,203.05,204.36,4277,0,0
2005-07-15,204.39,205.31,203.11,204.63,4969,0,0
2005-07-18,203.94,204.85,203.41,204.49,2978,0,0
2005-07-19,204.45,206.34,203.9,204.56,5522,0,0
2005-07-20,204.55,205.33,201.52,202.48,5456,0,0
2005-07-21,202.51,203.31,200.19,201.7,5752,0,0
2005-07-22,201.71,204.16,201.09,203.73,5731,0,0
2005-07-25,203.78,204.43,202.72,203.36,2772,0,0
2005-07-26,203.56,205.59,202.88,204.27,5421,0,0
2005-07-27,204.19,205.32,202.5,202.97,5572,0,0
2005-07-28,202.98,203.9,201.41,201.84,5416,0,0
2005-07-29,201.88,203.15,201.23,202.01,5294,0,0
2005-08-01,202.09,202.47,199.71,200.98,4914,0,0
2005-08-02,200.91,201.47,199.58,200.34,5721,0,0
2005-08-03,200.35,201.35,197.68,198.1,4035,0,0
2005-08-04,198.09,198.85,196.62,197.25,4987,0,0
2005-08-05,197.24,198.37,196.65,197.44,4549,0,0
2005-08-08,197.77,198.32,196.41,197.45,3834,0,0
2005-08-09,197.44,198.05,196.06,197.23,5628,0,0
2005-08-10,197.26,197.93,195.83,196.39,5757,0,0
2005-08-11,196.43,196.9,194.89,195.24,5769,0,0
2005-08-12,195.25,197.12,194.77,196.09,4982,0,0
2005-08-15,195.8,198.81,195.48,197.27,5018,0,0
2005-08-16,197.32,198.5,196.81,197.36,5586,0,0
2005-08-17,197.34,199.11,196.83,198.61,5567,0,0
2005-08-18,198.6,200.6,198.05,200.11,5500,0,0
2005-08-19,200.14,201.07,199.51,200.3,4690,0,0
2005-08-22,200.23,200.71,199.0,200.31,4958,0,0
