date,open,high,low,close,tick_volume,spread,real_volume
2013-03-19,3.20094,3.24285,3.19789,3.2354,54453,80,0
2013-03-20,3.23567,3.23887,3.20679,3.22058,49428,80,0
2013-03-21,3.22095,3.25204,3.21595,3.2499000000000002,52216,75,0
2013-03-22,3.24994,3.25215,3.2047499999999998,3.20893,47396,60,0
2013-03-25,3.21805,3.24865,3.1927,3.24135,54700,80,0
2013-03-26,3.24232,3.25572,3.2298,3.2493,48628,80,0
2013-03-27,3.24928,3.2781000000000002,3.24615,3.27115,39489,80,0
2013-03-28,3.2716,3.28218,3.24972,3.25535,33213,70,0
2013-03-29,3.2574,3.2732,3.2503,3.25837,14469,80,0
2013-04-01,3.26145,3.27043,3.2443,3.24435,18157,80,0
2013-04-02,3.24445,3.2688,3.24194,3.2646800000000002,31514,79,0
2013-04-03,3.26485,3.2732,3.25809,3.2648,29114,60,0
2013-04-04,3.26503,3.28445,3.2283,3.22892,39656,63,0
2013-04-05,3.22895,3.24555,3.18676,3.19337,35814,80,0
2013-04-08,3.1955999999999998,3.206,3.1648,3.16704,31971,67,0
2013-04-09,3.16729,3.1872,3.1372,3.14383,33313,70,0
2013-04-10,3.14353,3.15093,3.1284,3.1348,32089,80,0
2013-04-11,3.13504,3.1493,3.12479,3.13743,30503,80,0
2013-04-12,3.13793,3.15823,3.12037,3.12655,31600,80,0
2013-04-15,3.122,3.15738,3.122,3.1448,35706,80,0
2013-04-16,3.14941,3.15937,3.1108,3.1158,31464,100,0
2013-04-17,3.11605,3.1657,3.1106,3.1589,30517,83,0
2013-04-18,3.16027,3.16451,3.14086,3.1522,29047,80,0
2013-04-19,3.15253,3.154,3.1246,3.1417,25460,100,0
2013-04-22,3.1333,3.16205,3.1316,3.1412,22061,93,0
2013-04-23,3.1411,3.19103,3.1383,3.18125,27505,90,0
2013-04-24,3.18323,3.20044,3.17122,3.1864,26481,81,0
2013-04-25,3.18776,3.19615,3.1661,3.19222,26301,80,0
2013-04-26,3.19304,3.19963,3.1833,3.18988,27166,100,0
2013-04-29,3.18453,3.18835,3.14755,3.15765,26217,82,0
2013-04-30,3.15827,3.1759,3.1504,3.15965,24618,80,0
2013-05-01,3.15996,3.1679,3.1414,3.15725,25336,80,0
2013-05-02,3.15983,3.1723,3.1340500000000002,3.16167,30536,80,0
2013-05-03,3.16515,3.17235,3.145,3.1566,28063,80,0
2013-05-06,3.1574,3.18173,3.1441,3.1714700000000002,20785,80,0
2013-05-07,3.17252,3.18168,3.1555,3.16318,23408,80,0
2013-05-08,3.16429,3.16848,3.1296,3.13875,24827,80,0
2013-05-09,3.1387,3.1747,3.1318,3.1616,26697,80,0
2013-05-10,3.1643499999999998,3.2095,3.15845,3.1861,33297,80,0
2013-05-13,3.19725,3.2121,3.18583,3.20359,24457,80,0
2013-05-14,3.20535,3.22338,3.1913,3.22125,28695,80,0
2013-05-15,3.2215,3.2586,3.21255,3.24059,29612,80,0
2013-05-16,3.2405,3.25795,3.23285,3.2475,28308,80,0
2013-05-17,3.24819,3.26375,3.23695,3.24781,26113,80,0
2013-05-20,3.2461,3.25763,3.23625,3.24758,24009,80,0
2013-05-21,3.24794,3.2593,3.23256,3.23735,28954,80,0
2013-05-22,3.2384,3.2628,3.20933,3.25077,32713,80,0
2013-05-23,3.25357,3.27145,3.2388,3.24385,37861,80,0
2013-05-24,3.24625,3.25155,3.23475,3.2427,31237,80,0
2013-05-27,3.2381,3.24958,3.2352,3.24532,15183,80,0
2013-05-28,3.2455600000000002,3.273,3.2214,3.2714,28386,80,0
2013-05-29,3.27135,3.2923,3.25666,3.27915,32593,80,0
2013-05-30,3.27954,3.3032,3.2598,3.275,30865,80,0
2013-05-31,3.27513,3.31,3.25971,3.28997,31256,80,0
2013-06-03,3.29068,3.30095,3.24269,3.25123,29288,80,0
2013-06-04,3.2511,3.26165,3.22961,3.238,27939,80,0
2013-06-05,3.23847,3.2799,3.22739,3.26772,32332,80,0
2013-06-06,3.2674,3.2896,3.23443,3.2387,36465,80,0
2013-06-07,3.24309,3.2695,3.19493,3.204,38106,80,0
2013-06-10,3.21155,3.2409499999999998,3.20179,3.219,27146,80,0
2013-06-11,3.21912,3.23665,3.2012,3.2069900000000002,32909,80,0
2013-06-12,3.20841,3.2137000000000002,3.18448,3.1887,30381,80,0
2013-06-13,3.1927,3.2052,3.1555,3.15752,35432,80,0
2013-06-14,3.1574,3.1861,3.1529,3.1748,29870,80,0
2013-06-17,3.17728,3.18258,3.15695,3.163,24410,80,0
2013-06-18,3.1662,3.1946,3.15943,3.1836,30730,80,0
2013-06-19,3.18411,3.2302,3.1729,3.22465,28443,80,0
2013-06-20,3.2247,3.2955,3.20953,3.28345,40834,80,0
2013-06-21,3.28576,3.3345000000000002,3.25362,3.3104,35210,80,0
2013-06-24,3.31527,3.33075,3.29211,3.2991,34564,80,0
2013-06-25,3.30069,3.3186,3.26704,3.3113,36430,80,0
2013-06-26,3.3115,3.3486000000000002,3.3004,3.3348,34544,80,0
2013-06-27,3.33712,3.34056,3.30718,3.3123,31851,80,0
2013-06-28,3.3122,3.3371,3.2973,3.3203,34718,80,0
2013-07-01,3.32538,3.3327999999999998,3.3112,3.31197,30775,80,0
2013-07-02,3.31189,3.3468999999999998,3.30181,3.3406000000000002,32340,80,0
2013-07-03,3.34215,3.36219,3.3032,3.3054,34362,80,0
2013-07-04,3.3073,3.3395,3.30085,3.30683,32338,80,0
2013-07-05,3.30724,3.36286,3.30019,3.35061,33044,80,0
2013-07-08,3.3587,3.3685,3.3341,3.35005,29488,80,0
2013-07-09,3.3501,3.3865,3.3365299999999998,3.3808,31565,80,0
2013-07-10,3.3810700000000002,3.38689,3.33935,3.33971,35379,80,0
2013-07-11,3.3423,3.34408,3.26075,3.2935,50404,80,0
2013-07-12,3.29443,3.32195,3.2796,3.28519,33878,80,0
2013-07-15,3.28581,3.29955,3.2779,3.27876,27279,80,0
2013-07-16,3.27951,3.28184,3.22675,3.2269,35333,80,0
2013-07-17,3.22908,3.2506399999999998,3.21864,3.2323,34067,80,0
2013-07-18,3.23399,3.2503,3.2298,3.23385,29998,80,0
2013-07-19,3.2338,3.24157,3.21723,3.22011,27416,80,0
2013-07-22,3.22225,3.22403,3.18905,3.1932,24653,80,0
2013-07-23,3.19325,3.20911,3.17249,3.177,27004,80,0
2013-07-24,3.17705,3.20973,3.17018,3.2027,32681,80,0
2013-07-25,3.20308,3.22565,3.17985,3.18285,30317,80,0
2013-07-26,3.18569,3.1973,3.17683,3.18622,27029,80,0
2013-07-29,3.18428,3.19366,3.16846,3.1696,25794,80,0
2013-07-30,3.1704499999999998,3.1978,3.16501,3.18696,28335,80,0
2013-07-31,3.18849,3.215,3.18345,3.1946,35127,80,0
2013-08-01,3.19476,3.229,3.18942,3.22653,33271,80,0
2013-08-02,3.2266,3.2274599999999998,3.18055,3.1855,30665,80,0
2013-08-05,3.185,3.19,3.17408,3.17606,24617,80,0
2013-08-06,3.17608,3.18391,3.15645,3.1596,25510,80,0
2013-08-07,3.15965,3.1773,3.15367,3.1549,28933,80,0
2013-08-08,3.15613,3.1579,3.1269299999999998,3.1324,26946,80,0
2013-08-09,3.13265,3.1402,3.12611,3.1352,22771,80,0
2013-08-12,3.14299,3.15525,3.1341,3.15158,21801,80,0
2013-08-13,3.15198,3.17155,3.14363,3.16125,27960,80,0
2013-08-14,3.16117,3.17765,3.157,3.1711,24360,80,0
2013-08-15,3.17112,3.20795,3.1593,3.1619,30484,80,0
2013-08-16,3.16198,3.1817,3.15568,3.1721,25763,80,0
2013-08-19,3.17401,3.18762,3.16848,3.1873,24245,80,0
2013-08-20,3.1874000000000002,3.1894,3.14098,3.15255,27678,80,0
2013-08-21,3.15295,3.1828,3.1458,3.18075,29374,80,0
2013-08-22,3.1818,3.18914,3.17429,3.1782,26969,80,0
2013-08-23,3.17823,3.18382,3.148,3.15625,25702,80,0
2013-08-26,3.15695,3.16881,3.152,3.1653000000000002,19615,80,0
2013-08-27,3.16608,3.19315,3.15706,3.1701,30059,80,0
2013-08-28,3.1699,3.2279,3.1668,3.2092,28047,80,0
2013-08-29,3.2115,3.2403,3.2044,3.22885,26735,80,0
2013-08-30,3.23253,3.23828,3.21549,3.22578,27621,80,0
2013-09-02,3.2305,3.23797,3.21167,3.2259,21448,80,0
2013-09-03,3.2258,3.25567,3.21971,3.24382,26336,80,0
2013-09-04,3.24366,3.25055,3.2244,3.23578,25074,80,0
2013-09-05,3.23644,3.2851,3.2319,3.2762000000000002,29335,80,0
2013-09-06,3.27625,3.28012,3.24189,3.24352,27920,80,0
2013-09-09,3.24989,3.25191,3.21211,3.22012,22592,80,0
2013-09-10,3.22055,3.2222,3.1967,3.19684,23374,80,0
2013-09-11,3.19717,3.20819,3.16038,3.16396,26810,80,0
2013-09-12,3.16484,3.17925,3.1595,3.1712,24997,80,0
2013-09-13,3.17118,3.1807,3.15685,3.16,24980,80,0
2013-09-16,3.1509,3.1513,3.1286,3.1501,23557,80,0
2013-09-17,3.14992,3.16365,3.1442,3.15627,20795,80,0
2013-09-18,3.156,3.17305,3.07565,3.0777,28080,80,0
2013-09-19,3.08069,3.11056,3.06206,3.1025,32913,80,0
2013-09-20,3.10485,3.13509,3.09312,3.12125,30109,80,0
2013-09-23,3.11867,3.13549,3.11494,3.13205,25907,80,0
2013-09-24,3.13199,3.14259,3.12008,3.1236,24075,80,0
2013-09-25,3.12473,3.13115,3.11483,3.11535,23425,80,0
2013-09-26,3.11731,3.14125,3.11245,3.13395,23081,80,0
2013-09-27,3.13397,3.13835,3.11445,3.11682,23011,80,0
2013-09-30,3.12115,3.1340500000000002,3.11625,3.11885,24994,80,0
2013-10-01,3.11895,3.12505,3.10376,3.11515,26659,80,0
